src_ip,dst_ip,bytes,packets,protocol,process,anomaly_score,is_anomaly,timestamp
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:08.584382
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:08.611004
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:08.634340
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:08.659778
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:08.682248
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:08.703978
52.191.219.104,10.71.162.243,3954,1,TCP,Unknown,0.0,False,2025-09-08T06:25:08.729332
52.191.219.104,10.71.162.243,1295,1,TCP,Unknown,0.0,False,2025-09-08T06:25:08.752100
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:08.771972
10.71.162.243,52.191.219.104,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:08.792127
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:08.812629
10.71.162.243,239.255.255.250,212,1,UDP,NVIDIA Overlay.exe,0.0,False,2025-09-08T06:25:08.869610
52.191.219.104,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:08.929456
10.71.162.243,52.191.219.104,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:08.950659
10.71.162.243,52.191.219.104,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:08.970977
52.26.247.176,10.71.162.243,100,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.030067
52.26.247.176,10.71.162.243,85,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.054853
52.26.247.176,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.079304
10.71.162.243,52.26.247.176,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:09.100182
10.71.162.243,52.26.247.176,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:09.120770
13.69.239.72,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.145400
52.26.247.176,10.71.162.243,100,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.179771
52.26.247.176,10.71.162.243,85,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.206430
52.26.247.176,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.225380
10.71.162.243,52.26.247.176,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:09.243256
52.191.219.104,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.586974
10.71.162.243,52.191.219.104,806,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:09.603503
52.26.247.176,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.674797
10.71.162.243,52.26.247.176,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:09.692375
52.191.219.104,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:09.751464
10.71.162.243,52.26.247.176,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:09.809605
10.71.162.243,239.255.255.250,212,1,UDP,NVIDIA Overlay.exe,0.0,False,2025-09-08T06:25:09.872079
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.184255
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.207895
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:10.226368
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.246579
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.268009
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:10.287936
52.191.219.104,10.71.162.243,3954,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.309152
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:10.327119
52.191.219.104,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.348300
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:10.365096
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.386404
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:10.404435
52.191.219.104,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.424001
52.191.219.104,10.71.162.243,1296,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.443815
52.191.219.104,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.464676
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:10.482260
52.191.219.104,10.71.162.243,1260,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.502434
52.26.247.176,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:10.521801
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:10.539027
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:10.556480
10.71.162.243,239.255.255.250,212,1,UDP,NVIDIA Overlay.exe,0.0,False,2025-09-08T06:25:10.878422
10.71.162.243,44.235.209.72,55,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:10.986532
44.235.209.72,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:11.380209
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:11.405789
52.191.219.104,10.71.162.243,1260,1,TCP,Unknown,0.0,False,2025-09-08T06:25:11.534641
10.71.162.243,52.191.219.104,66,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:11.553004
52.191.219.104,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:11.836890
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:11.856764
10.71.162.243,239.255.255.250,212,1,UDP,NVIDIA Overlay.exe,0.0,False,2025-09-08T06:25:11.886542
10.71.162.243,10.71.162.92,80,1,UDP,brave.exe,0.0,False,2025-09-08T06:25:12.078647
10.71.162.243,10.71.162.92,80,1,UDP,brave.exe,0.0,False,2025-09-08T06:25:12.101795
10.71.162.92,10.71.162.243,124,1,UDP,Unknown,0.0,False,2025-09-08T06:25:12.166061
10.71.162.92,10.71.162.243,158,1,UDP,Unknown,0.0,False,2025-09-08T06:25:12.191282
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:12.368130
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:14.372936
10.71.162.243,10.71.162.92,80,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:15.149347
10.71.162.243,10.71.162.92,80,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:15.172225
10.71.162.92,10.71.162.243,192,1,UDP,Unknown,0.0,False,2025-09-08T06:25:15.316953
10.71.162.92,10.71.162.243,216,1,UDP,Unknown,0.0,False,2025-09-08T06:25:15.345787
10.71.162.243,52.26.247.176,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.054729
10.71.162.243,52.26.247.176,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.075509
10.71.162.243,52.33.16.25,66,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.129822
10.71.162.243,52.33.16.25,66,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.317851
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:16.375279
52.33.16.25,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:16.432096
10.71.162.243,52.33.16.25,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.447771
10.71.162.243,52.33.16.25,1354,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.464247
10.71.162.243,52.33.16.25,660,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.480731
52.33.16.25,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:16.636673
10.71.162.243,52.33.16.25,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.656097
10.71.162.243,52.33.16.25,1354,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.676744
10.71.162.243,52.33.16.25,692,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.696358
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:16.806279
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:16.829941
52.33.16.25,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:16.887225
52.33.16.25,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:16.929504
10.71.162.243,52.33.16.25,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:16.949290
52.33.16.25,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:16.974417
52.33.16.25,10.71.162.243,422,1,TCP,Unknown,0.0,False,2025-09-08T06:25:16.999329
10.71.162.243,52.33.16.25,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.019296
10.71.162.243,52.33.16.25,180,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.039647
10.71.162.243,52.33.16.25,153,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.060746
10.71.162.243,52.33.16.25,394,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.082338
10.71.162.243,52.33.16.25,492,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.102569
10.71.162.243,108.159.80.95,55,1,TCP,msedge.exe,0.0,False,2025-09-08T06:25:17.187055
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.210466
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.266490
52.33.16.25,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.286554
52.33.16.25,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.308060
10.71.162.243,52.33.16.25,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.327709
108.159.80.95,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.349042
52.33.16.25,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.370030
52.33.16.25,10.71.162.243,422,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.390316
10.71.162.243,52.33.16.25,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.406343
10.71.162.243,52.33.16.25,180,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.422247
10.71.162.243,10.71.162.92,90,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:17.438860
10.71.162.243,10.71.162.92,90,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:17.455158
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.473313
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.492341
52.33.16.25,10.71.162.243,258,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.510977
52.33.16.25,10.71.162.243,132,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.531035
10.71.162.243,52.33.16.25,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.547408
10.71.162.243,52.33.16.25,92,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.563535
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.583287
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.602636
52.33.16.25,10.71.162.243,545,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.621872
52.33.16.25,10.71.162.243,92,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.641531
10.71.162.243,52.33.16.25,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.657920
10.71.162.92,10.71.162.243,208,1,UDP,Unknown,0.0,False,2025-09-08T06:25:17.679614
10.71.162.92,10.71.162.243,253,1,UDP,Unknown,0.0,False,2025-09-08T06:25:17.699895
10.71.162.243,52.168.117.174,66,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:17.718839
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.738489
52.33.16.25,10.71.162.243,258,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.758679
52.33.16.25,10.71.162.243,123,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.779265
10.71.162.243,52.33.16.25,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:17.797315
52.33.16.25,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:17.993864
52.168.117.174,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:18.013070
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:18.030783
10.71.162.243,52.168.117.174,516,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:18.047484
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:18.378096
52.168.117.174,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:18.764023
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:18.784439
52.168.117.174,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:18.804841
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:18.823046
52.168.117.174,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:18.845757
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:18.866923
52.168.117.174,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:18.890624
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:18.910676
52.168.117.174,10.71.162.243,1217,1,TCP,Unknown,0.0,False,2025-09-08T06:25:18.933542
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:18.952194
10.71.162.243,52.168.117.174,134,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:18.971559
10.71.162.243,52.168.117.174,985,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:18.991257
13.69.239.72,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:19.052738
52.168.117.174,10.71.162.243,157,1,TCP,Unknown,0.0,False,2025-09-08T06:25:19.264176
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:19.281007
52.168.117.174,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:19.316280
52.168.117.174,10.71.162.243,574,1,TCP,Unknown,0.0,False,2025-09-08T06:25:19.337164
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:19.355538
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:20.388097
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:22.392033
10.71.162.243,52.168.117.174,504,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:22.455602
10.71.162.243,52.168.117.174,680,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:22.476656
52.168.117.174,10.71.162.243,101,1,TCP,Unknown,0.0,False,2025-09-08T06:25:22.907791
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:22.927421
52.168.117.174,10.71.162.243,576,1,TCP,Unknown,0.0,False,2025-09-08T06:25:22.953268
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:22.974023
10.71.162.243,52.168.117.174,54,1,TCP,FileCoAuth.exe,0.0,False,2025-09-08T06:25:23.566008
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:24.396108
44.235.209.72,10.71.162.243,100,1,TCP,Unknown,0.0,False,2025-09-08T06:25:26.005581
44.235.209.72,10.71.162.243,85,1,TCP,Unknown,0.0,False,2025-09-08T06:25:26.030504
44.235.209.72,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:26.055696
10.71.162.243,44.235.209.72,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:26.075664
10.71.162.243,44.235.209.72,54,1,TCP,brave.exe,0.0,False,2025-09-08T06:25:26.096179
44.235.209.72,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:26.349911
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:26.408440
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:28.421738
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:30.432182
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:32.437185
10.71.162.243,10.71.162.92,75,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:34.423208
10.71.162.243,10.71.162.92,75,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:34.444345
10.71.162.243,224.77.77.77,155,1,UDP,ArmouryCrate.UserSessionHelper.exe,0.0,False,2025-09-08T06:25:34.467440
10.71.162.92,10.71.162.243,245,1,UDP,Unknown,0.0,False,2025-09-08T06:25:34.523752
10.71.162.92,10.71.162.243,269,1,UDP,Unknown,0.0,False,2025-09-08T06:25:34.561749
10.71.162.243,20.190.146.38,66,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:34.736188
20.190.146.38,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:34.799817
10.71.162.243,20.190.146.38,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:34.821938
10.71.162.243,20.190.146.38,283,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:34.843028
20.190.146.38,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:34.918732
20.190.146.38,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:25:34.965467
20.190.146.38,10.71.162.243,113,1,TCP,Unknown,0.0,False,2025-09-08T06:25:34.996068
10.71.162.243,20.190.146.38,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:35.022666
10.71.162.243,20.190.146.38,212,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:35.046620
10.71.162.243,10.71.162.92,71,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:35.078504
10.71.162.243,10.71.162.92,71,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:35.110619
10.71.162.92,10.71.162.243,205,1,UDP,Unknown,0.0,False,2025-09-08T06:25:35.138596
10.71.162.92,10.71.162.243,246,1,UDP,Unknown,0.0,False,2025-09-08T06:25:35.162876
10.71.162.243,204.79.197.203,66,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.186475
20.190.146.38,10.71.162.243,105,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.210731
10.71.162.243,20.190.146.38,346,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:35.231249
10.71.162.243,20.190.146.38,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:35.251422
10.71.162.243,20.190.146.38,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:35.273920
10.71.162.243,20.190.146.38,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:35.296533
10.71.162.243,20.190.146.38,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:35.317717
10.71.162.243,20.190.146.38,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:35.338547
10.71.162.243,20.190.146.38,216,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:35.359301
204.79.197.203,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.383591
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.402731
10.71.162.243,204.79.197.203,515,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.421720
20.190.146.38,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.445474
10.71.162.243,10.71.162.92,91,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:35.465488
10.71.162.243,10.71.162.92,91,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:35.481522
10.71.162.92,10.71.162.243,207,1,UDP,Unknown,0.0,False,2025-09-08T06:25:35.500671
20.190.146.38,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.519441
10.71.162.243,204.79.197.203,515,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.535235
20.190.146.38,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.582124
204.79.197.203,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.601903
10.71.162.92,10.71.162.243,220,1,UDP,Unknown,0.0,False,2025-09-08T06:25:35.623332
204.79.197.203,10.71.162.243,2654,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.643289
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.658928
204.79.197.203,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.679473
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.697669
10.71.162.243,52.191.219.104,66,1,TCP,MoUsoCoreWorker.exe,0.0,False,2025-09-08T06:25:35.718327
204.79.197.203,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.740102
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.756721
204.79.197.203,10.71.162.243,919,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.776772
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.793430
10.71.162.243,204.79.197.203,134,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.810082
10.71.162.243,204.79.197.203,134,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.827487
10.71.162.243,204.79.197.203,424,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.844414
204.79.197.203,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.867255
10.71.162.243,10.71.162.92,91,1,UDP,svchost.exe,0.0,False,2025-09-08T06:25:35.885952
204.79.197.203,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.907256
10.71.162.92,10.71.162.243,207,1,UDP,Unknown,0.0,False,2025-09-08T06:25:35.928144
204.79.197.203,10.71.162.243,513,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.949549
204.79.197.203,10.71.162.243,116,1,TCP,Unknown,0.0,False,2025-09-08T06:25:35.969297
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:35.987368
10.71.162.243,204.79.197.203,85,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:36.003901
10.71.162.243,52.191.219.104,66,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:36.024835
10.71.162.243,20.190.146.38,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:36.040724
204.79.197.203,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.060430
204.79.197.203,10.71.162.243,85,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.081257
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:36.099168
204.79.197.203,10.71.162.243,54,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.118971
52.191.219.104,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.137835
10.71.162.243,52.191.219.104,54,1,TCP,MoUsoCoreWorker.exe,0.0,False,2025-09-08T06:25:36.155028
10.71.162.243,52.191.219.104,268,1,TCP,MoUsoCoreWorker.exe,0.0,False,2025-09-08T06:25:36.170958
204.79.197.203,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.190847
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:36.207611
204.79.197.203,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.228406
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:36.245134
204.79.197.203,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.264526
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:36.280901
204.79.197.203,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.302530
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:36.319055
204.79.197.203,10.71.162.243,1354,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.338242
204.79.197.203,10.71.162.243,554,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.358560
204.79.197.203,10.71.162.243,181,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.378823
204.79.197.203,10.71.162.243,400,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.399502
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:36.416260
204.79.197.203,10.71.162.243,981,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.435654
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:36.452760
204.79.197.203,10.71.162.243,85,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.471952
10.71.162.243,204.79.197.203,54,1,TCP,Widgets.exe,0.0,False,2025-09-08T06:25:36.489513
20.190.146.38,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.509187
10.71.162.243,20.190.146.38,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:36.526203
10.71.162.243,20.190.146.38,1354,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:36.544012
10.71.162.243,20.190.146.38,216,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:36.561185
52.191.219.104,10.71.162.243,66,1,TCP,Unknown,0.0,False,2025-09-08T06:25:36.581678
10.71.162.243,52.191.219.104,54,1,TCP,svchost.exe,0.0,False,2025-09-08T06:25:36.598287
